x,y,z,LITHO,Grade_pct,LITHODESC
64.5,75.5,0.5,1,0.082,Sandstone
68.5,75.5,0.5,1,0.711,Sandstone
72.5,75.5,0.5,1,0.35,Sandstone
83.5,75.5,0.5,1,0.981,Sandstone
90.5,75.5,0.5,1,0.839,Sandstone
95.5,75.5,0.5,1,0.753,Sandstone
8.5,76.5,0.5,3,24.418,Breccia
27.5,76.5,0.5,3,3.212,Breccia
42.5,76.5,0.5,2,2.055,Shale
53.5,76.5,0.5,1,0.518,Sandstone
82.5,76.5,0.5,1,0.977,Sandstone
84.5,76.5,0.5,1,0.985,Sandstone
25.5,77.5,0.5,3,5.753,Breccia
37.5,77.5,0.5,2,0.993,Shale
38.5,77.5,0.5,2,1.242,Shale
39.5,77.5,0.5,2,1.603,Shale
47.5,77.5,0.5,2,1.748,Shale
84.5,77.5,0.5,1,0.995,Sandstone
86.5,77.5,0.5,1,0.983,Sandstone
7.5,78.5,0.5,3,16.75,Breccia
15.5,78.5,0.5,3,8.406,Breccia
24.5,78.5,0.5,3,10.002,Breccia
40.5,78.5,0.5,2,3.702,Shale
69.5,78.5,0.5,1,0.152,Sandstone
71.5,78.5,0.5,1,0.174,Sandstone
96.5,78.5,0.5,1,0.388,Sandstone
15.5,79.5,0.5,3,4.771,Breccia
18.5,79.5,0.5,3,6.417,Breccia
19.5,79.5,0.5,3,13.699,Breccia
23.5,79.5,0.5,3,7.565,Breccia
43.5,79.5,0.5,2,2.175,Shale
67.5,79.5,0.5,1,0.549,Sandstone
69.5,79.5,0.5,1,0.657,Sandstone
73.5,79.5,0.5,1,0.633,Sandstone
86.5,79.5,0.5,1,0.928,Sandstone
2.5,80.5,0.5,3,2.873,Breccia
5.5,80.5,0.5,3,8.764,Breccia
11.5,80.5,0.5,3,79.717,Breccia
25.5,80.5,0.5,3,5.835,Breccia
27.5,80.5,0.5,3,7.841,Breccia
35.5,80.5,0.5,2,0.988,Shale
43.5,80.5,0.5,2,2.188,Shale
62.5,80.5,0.5,1,0.962,Sandstone
78.5,80.5,0.5,1,0.211,Sandstone
86.5,80.5,0.5,1,0.852,Sandstone
90.5,80.5,0.5,1,0.99,Sandstone
93.5,80.5,0.5,1,0.209,Sandstone
96.5,80.5,0.5,1,0.577,Sandstone
14.5,81.5,0.5,3,2.994,Breccia
16.5,81.5,0.5,3,4.604,Breccia
43.5,81.5,0.5,2,1.551,Shale
61.5,81.5,0.5,1,0.225,Sandstone
73.5,81.5,0.5,1,0.607,Sandstone
85.5,81.5,0.5,1,0.964,Sandstone
3.5,82.5,0.5,3,4.343,Breccia
30.5,82.5,0.5,3,2.875,Breccia
43.5,82.5,0.5,2,2.824,Shale
13.5,83.5,0.5,3,16.801,Breccia
23.5,83.5,0.5,3,5.393,Breccia
38.5,83.5,0.5,2,2.023,Shale
66.5,83.5,0.5,1,0.933,Sandstone
68.5,83.5,0.5,1,0.897,Sandstone
71.5,83.5,0.5,1,0.796,Sandstone
72.5,83.5,0.5,1,0.427,Sandstone
12.5,84.5,0.5,3,1.56,Breccia
21.5,84.5,0.5,3,8.622,Breccia
22.5,84.5,0.5,3,7.66,Breccia
40.5,84.5,0.5,2,1.74,Shale
47.5,84.5,0.5,2,21.982,Shale
50.5,84.5,0.5,2,14.95,Shale
59.5,84.5,0.5,1,0.761,Sandstone
72.5,84.5,0.5,1,0.379,Sandstone
80.5,84.5,0.5,1,0.187,Sandstone
16.5,85.5,0.5,3,14.213,Breccia
54.5,85.5,0.5,2,3.136,Shale
69.5,85.5,0.5,1,0.514,Sandstone
94.5,85.5,0.5,1,0.952,Sandstone
7.5,86.5,0.5,2,0.562,Shale
14.5,86.5,0.5,3,1.553,Breccia
41.5,86.5,0.5,2,1.436,Shale
44.5,86.5,0.5,2,1.414,Shale
46.5,86.5,0.5,2,2.662,Shale
52.5,86.5,0.5,2,2.586,Shale
57.5,86.5,0.5,1,0.515,Sandstone
63.5,86.5,0.5,1,0.33,Sandstone
70.5,86.5,0.5,1,0.791,Sandstone
97.5,86.5,0.5,1,0.165,Sandstone
0.5,87.5,0.5,3,3.556,Breccia
1.5,87.5,0.5,3,4.836,Breccia
7.5,87.5,0.5,3,3.573,Breccia
17.5,87.5,0.5,1,0.391,Sandstone
20.5,87.5,0.5,1,0.929,Sandstone
22.5,87.5,0.5,1,0.497,Sandstone
32.5,87.5,0.5,3,12.451,Breccia
39.5,87.5,0.5,3,2.486,Breccia
51.5,87.5,0.5,2,5.202,Shale
65.5,87.5,0.5,1,0.056,Sandstone
66.5,87.5,0.5,1,0.108,Sandstone
77.5,87.5,0.5,1,0.023,Sandstone
18.5,88.5,0.5,1,0.127,Sandstone
34.5,88.5,0.5,3,8.026,Breccia
75.5,88.5,0.5,1,0.04,Sandstone
92.5,88.5,0.5,1,0.893,Sandstone
96.5,88.5,0.5,1,0.584,Sandstone
11.5,89.5,0.5,2,2.087,Shale
26.5,89.5,0.5,3,1.421,Breccia
43.5,89.5,0.5,2,1.073,Shale
60.5,89.5,0.5,1,0.301,Sandstone
63.5,89.5,0.5,1,0.255,Sandstone
69.5,89.5,0.5,1,0.496,Sandstone
88.5,89.5,0.5,1,0.781,Sandstone
33.5,90.5,0.5,3,12.829,Breccia
35.5,90.5,0.5,3,3.31,Breccia
50.5,90.5,0.5,2,4.669,Shale
57.5,90.5,0.5,1,0.231,Sandstone
80.5,90.5,0.5,1,0.084,Sandstone
14.5,91.5,0.5,3,2.405,Breccia
26.5,91.5,0.5,3,2.365,Breccia
35.5,91.5,0.5,3,2.697,Breccia
40.5,91.5,0.5,3,13.206,Breccia
54.5,91.5,0.5,2,1.507,Shale
75.5,91.5,0.5,1,0.493,Sandstone
86.5,91.5,0.5,1,0.119,Sandstone
90.5,91.5,0.5,1,0.977,Sandstone
94.5,91.5,0.5,1,0.999,Sandstone
95.5,91.5,0.5,1,0.968,Sandstone
6.5,92.5,0.5,3,2.436,Breccia
7.5,92.5,0.5,2,0.866,Shale
19.5,92.5,0.5,3,6.02,Breccia
21.5,92.5,0.5,3,30.014,Breccia
29.5,92.5,0.5,3,15.738,Breccia
49.5,92.5,0.5,2,8.334,Shale
56.5,92.5,0.5,1,0.465,Sandstone
59.5,92.5,0.5,3,3.394,Breccia
61.5,92.5,0.5,3,2.016,Breccia
67.5,92.5,0.5,1,0.313,Sandstone
87.5,92.5,0.5,1,0.196,Sandstone
6.5,93.5,0.5,3,2.196,Breccia
26.5,93.5,0.5,3,6.263,Breccia
39.5,93.5,0.5,3,19.88,Breccia
59.5,93.5,0.5,3,0.884,Breccia
72.5,93.5,0.5,1,0.889,Sandstone
34.5,94.5,0.5,3,4.416,Breccia
61.5,94.5,0.5,3,2.795,Breccia
66.5,94.5,0.5,3,2.814,Breccia
70.5,94.5,0.5,1,0.494,Sandstone
82.5,94.5,0.5,1,0.046,Sandstone
90.5,94.5,0.5,1,0.718,Sandstone
93.5,94.5,0.5,1,0.91,Sandstone
97.5,94.5,0.5,1,0.978,Sandstone
16.5,95.5,0.5,3,8.648,Breccia
18.5,95.5,0.5,3,2.91,Breccia
41.5,95.5,0.5,3,35.381,Breccia
53.5,95.5,0.5,1,0.984,Sandstone
57.5,95.5,0.5,1,0.421,Sandstone
66.5,95.5,0.5,3,3.462,Breccia
72.5,95.5,0.5,1,0.907,Sandstone
98.5,95.5,0.5,1,0.354,Sandstone
16.5,96.5,0.5,3,19.647,Breccia
18.5,96.5,0.5,3,4.489,Breccia
33.5,96.5,0.5,3,8.239,Breccia
43.5,96.5,0.5,3,11.906,Breccia
48.5,96.5,0.5,2,1.976,Shale
80.5,96.5,0.5,1,0.091,Sandstone
82.5,96.5,0.5,1,0.014,Sandstone
84.5,96.5,0.5,1,0.001,Sandstone
86.5,96.5,0.5,1,0.014,Sandstone
89.5,96.5,0.5,1,0.061,Sandstone
2.5,97.5,0.5,3,4.229,Breccia
7.5,97.5,0.5,3,0.78,Breccia
9.5,97.5,0.5,3,3.072,Breccia
10.5,97.5,0.5,2,1.076,Shale
26.5,97.5,0.5,3,0.628,Breccia
47.5,97.5,0.5,2,0.554,Shale
52.5,97.5,0.5,2,3.328,Shale
57.5,97.5,0.5,1,0.411,Sandstone
67.5,97.5,0.5,3,17.162,Breccia
68.5,97.5,0.5,1,0.622,Sandstone
80.5,97.5,0.5,1,0.412,Sandstone
8.5,98.5,0.5,3,3.037,Breccia
37.5,98.5,0.5,3,16.859,Breccia
40.5,98.5,0.5,3,23.808,Breccia
51.5,98.5,0.5,2,1.824,Shale
54.5,98.5,0.5,1,0.229,Sandstone
55.5,98.5,0.5,1,0.487,Sandstone
76.5,98.5,0.5,1,0.338,Sandstone
81.5,98.5,0.5,1,0.048,Sandstone
6.5,99.5,0.5,3,1.776,Breccia
7.5,99.5,0.5,3,1.407,Breccia
11.5,99.5,0.5,2,4.744,Shale
13.5,99.5,0.5,2,1.793,Shale
17.5,99.5,0.5,3,5.439,Breccia
18.5,99.5,0.5,3,1.822,Breccia
21.5,99.5,0.5,3,1.485,Breccia
29.5,99.5,0.5,3,6.371,Breccia
30.5,99.5,0.5,3,5.924,Breccia
35.5,99.5,0.5,3,22.78,Breccia
40.5,99.5,0.5,3,19.466,Breccia
50.5,99.5,0.5,2,1.246,Shale
56.5,99.5,0.5,1,0.245,Sandstone
59.5,99.5,0.5,3,7.571,Breccia
64.5,99.5,0.5,3,16.872,Breccia
78.5,99.5,0.5,1,0.231,Sandstone
31.5,0.5,1.5,2,6.185,Shale
39.5,0.5,1.5,1,0.169,Sandstone
54.5,0.5,1.5,1,0.719,Sandstone
65.5,0.5,1.5,1,0.235,Sandstone
83.5,0.5,1.5,1,0.588,Sandstone
84.5,0.5,1.5,1,0.89,Sandstone
88.5,0.5,1.5,1,0.771,Sandstone
89.5,0.5,1.5,1,0.931,Sandstone
90.5,0.5,1.5,1,0.829,Sandstone
93.5,0.5,1.5,1,0.971,Sandstone
19.5,1.5,1.5,2,1.438,Shale
23.5,1.5,1.5,2,3.308,Shale
27.5,1.5,1.5,2,9.656,Shale
45.5,1.5,1.5,1,0.26,Sandstone
49.5,1.5,1.5,1,0.31,Sandstone
55.5,1.5,1.5,1,0.8,Sandstone
78.5,1.5,1.5,1,0.907,Sandstone
86.5,1.5,1.5,1,0.263,Sandstone
98.5,1.5,1.5,1,0.584,Sandstone
0.5,2.5,1.5,2,1.038,Shale
9.5,2.5,1.5,2,0.227,Shale
17.5,2.5,1.5,2,0.704,Shale
49.5,2.5,1.5,1,0.107,Sandstone
50.5,2.5,1.5,1,0.33,Sandstone
64.5,2.5,1.5,1,0.143,Sandstone
65.5,2.5,1.5,1,0.615,Sandstone
69.5,2.5,1.5,1,0.291,Sandstone
0.5,3.5,1.5,2,0.857,Shale
17.5,3.5,1.5,2,1.682,Shale
19.5,3.5,1.5,2,2.401,Shale
24.5,3.5,1.5,2,3.408,Shale
45.5,3.5,1.5,1,0.305,Sandstone
95.5,3.5,1.5,1,0.802,Sandstone
96.5,3.5,1.5,1,0.917,Sandstone
97.5,3.5,1.5,1,0.681,Sandstone
2.5,4.5,1.5,2,0.057,Shale
9.5,4.5,1.5,2,0.486,Shale
12.5,4.5,1.5,2,1.837,Shale
17.5,4.5,1.5,2,1.053,Shale
30.5,4.5,1.5,2,3.488,Shale
56.5,4.5,1.5,1,0.713,Sandstone
69.5,4.5,1.5,1,0.103,Sandstone
81.5,4.5,1.5,1,0.782,Sandstone
18.5,5.5,1.5,2,0.593,Shale
22.5,5.5,1.5,2,3.116,Shale
48.5,5.5,1.5,1,0.036,Sandstone
68.5,5.5,1.5,1,0.743,Sandstone
74.5,5.5,1.5,1,0.73,Sandstone
83.5,5.5,1.5,1,0.696,Sandstone
88.5,5.5,1.5,1,0.968,Sandstone
10.5,6.5,1.5,2,0.799,Shale
25.5,6.5,1.5,2,4.148,Shale
49.5,6.5,1.5,1,0.115,Sandstone
60.5,6.5,1.5,2,0.729,Shale
66.5,6.5,1.5,1,0.57,Sandstone
91.5,6.5,1.5,1,0.692,Sandstone
98.5,6.5,1.5,1,0.857,Sandstone
5.5,7.5,1.5,2,0.829,Shale
6.5,7.5,1.5,2,1.191,Shale
15.5,7.5,1.5,2,1.137,Shale
21.5,7.5,1.5,2,1.711,Shale
61.5,7.5,1.5,2,1.235,Shale
62.5,7.5,1.5,2,1.437,Shale
68.5,7.5,1.5,1,0.821,Sandstone
19.5,8.5,1.5,2,0.901,Shale
22.5,8.5,1.5,2,0.457,Shale
39.5,8.5,1.5,1,0.519,Sandstone
54.5,8.5,1.5,1,0.437,Sandstone
55.5,8.5,1.5,1,0.241,Sandstone
56.5,8.5,1.5,1,0.524,Sandstone
60.5,8.5,1.5,2,1.287,Shale
67.5,8.5,1.5,1,0.762,Sandstone
72.5,8.5,1.5,1,0.661,Sandstone
95.5,8.5,1.5,1,0.968,Sandstone
97.5,8.5,1.5,1,0.888,Sandstone
20.5,9.5,1.5,2,0.731,Shale
30.5,9.5,1.5,2,0.999,Shale
46.5,9.5,1.5,1,0.253,Sandstone
62.5,9.5,1.5,2,1.213,Shale
79.5,9.5,1.5,1,0.328,Sandstone
90.5,9.5,1.5,1,0.443,Sandstone
92.5,9.5,1.5,1,0.912,Sandstone
2.5,10.5,1.5,2,0.226,Shale
3.5,10.5,1.5,2,0.148,Shale
29.5,10.5,1.5,2,1.483,Shale
30.5,10.5,1.5,2,1.729,Shale
33.5,10.5,1.5,2,4.401,Shale
34.5,10.5,1.5,2,2.331,Shale
42.5,10.5,1.5,1,0.103,Sandstone
57.5,10.5,1.5,1,0.628,Sandstone
66.5,10.5,1.5,2,0.559,Shale
93.5,10.5,1.5,1,0.704,Sandstone
99.5,10.5,1.5,1,0.766,Sandstone
54.5,11.5,1.5,1,0.659,Sandstone
66.5,11.5,1.5,2,0.506,Shale
75.5,11.5,1.5,1,0.178,Sandstone
81.5,11.5,1.5,1,0.347,Sandstone
94.5,11.5,1.5,1,0.848,Sandstone
97.5,11.5,1.5,1,0.492,Sandstone
20.5,12.5,1.5,2,2.016,Shale
41.5,12.5,1.5,2,2.318,Shale
48.5,12.5,1.5,1,0.163,Sandstone
59.5,12.5,1.5,2,3.708,Shale
60.5,12.5,1.5,2,1.144,Shale
78.5,12.5,1.5,1,0.204,Sandstone
87.5,12.5,1.5,1,0.432,Sandstone
91.5,12.5,1.5,1,0.992,Sandstone
97.5,12.5,1.5,1,0.594,Sandstone
10.5,13.5,1.5,2,0.09,Shale
38.5,13.5,1.5,2,5.9,Shale
51.5,13.5,1.5,1,0.29,Sandstone
54.5,13.5,1.5,1,0.628,Sandstone
58.5,13.5,1.5,2,0.86,Shale
63.5,13.5,1.5,2,4.88,Shale
80.5,13.5,1.5,1,0.054,Sandstone
95.5,13.5,1.5,1,0.96,Sandstone
11.5,14.5,1.5,2,0.707,Shale
12.5,14.5,1.5,2,0.502,Shale
39.5,14.5,1.5,2,4.094,Shale
49.5,14.5,1.5,1,0.052,Sandstone
55.5,14.5,1.5,1,0.855,Sandstone
58.5,14.5,1.5,1,0.579,Sandstone
65.5,14.5,1.5,1,0.127,Sandstone
68.5,14.5,1.5,1,0.385,Sandstone
77.5,14.5,1.5,1,0.592,Sandstone
85.5,14.5,1.5,1,0.272,Sandstone
10.5,15.5,1.5,2,0.102,Shale
27.5,15.5,1.5,2,7.99,Shale
31.5,15.5,1.5,2,1.386,Shale
87.5,15.5,1.5,1,0.252,Sandstone
96.5,15.5,1.5,1,0.99,Sandstone
7.5,16.5,1.5,2,0.386,Shale
21.5,16.5,1.5,2,0.676,Shale
26.5,16.5,1.5,2,2.191,Shale
54.5,16.5,1.5,1,0.894,Sandstone
72.5,16.5,1.5,1,0.708,Sandstone
75.5,16.5,1.5,1,0.968,Sandstone
80.5,16.5,1.5,1,0.234,Sandstone
6.5,17.5,1.5,2,0.254,Shale
43.5,17.5,1.5,1,0.567,Sandstone
61.5,17.5,1.5,2,2.497,Shale
64.5,17.5,1.5,2,0.772,Shale
90.5,17.5,1.5,1,0.537,Sandstone
8.5,18.5,1.5,2,0.256,Shale
18.5,18.5,1.5,2,8.157,Shale
22.5,18.5,1.5,2,1.682,Shale
82.5,18.5,1.5,1,0.768,Sandstone
89.5,18.5,1.5,1,0.803,Sandstone
14.5,19.5,1.5,2,1.367,Shale
23.5,19.5,1.5,2,1.627,Shale
33.5,19.5,1.5,1,0.683,Sandstone
41.5,19.5,1.5,2,1.487,Shale
46.5,19.5,1.5,1,0.262,Sandstone
47.5,19.5,1.5,1,0.172,Sandstone
61.5,19.5,1.5,2,2.262,Shale
73.5,19.5,1.5,1,0.1,Sandstone
84.5,19.5,1.5,1,0.683,Sandstone
19.5,20.5,1.5,2,0.606,Shale
48.5,20.5,1.5,1,0.049,Sandstone
52.5,20.5,1.5,1,0.532,Sandstone
10.5,21.5,1.5,2,1.028,Shale
20.5,21.5,1.5,2,1.301,Shale
39.5,21.5,1.5,1,0.217,Sandstone
40.5,21.5,1.5,1,0.355,Sandstone
45.5,21.5,1.5,1,0.04,Sandstone
47.5,21.5,1.5,1,0.237,Sandstone
52.5,21.5,1.5,1,0.571,Sandstone
60.5,21.5,1.5,1,0.949,Sandstone
73.5,21.5,1.5,1,0.068,Sandstone
78.5,21.5,1.5,1,0.782,Sandstone
2.5,22.5,1.5,2,1.232,Shale
4.5,22.5,1.5,2,1.384,Shale
22.5,22.5,1.5,2,0.686,Shale
31.5,22.5,1.5,1,0.273,Sandstone
35.5,22.5,1.5,1,0.524,Sandstone
36.5,22.5,1.5,1,0.829,Sandstone
40.5,22.5,1.5,1,0.202,Sandstone
91.5,22.5,1.5,1,0.974,Sandstone
95.5,22.5,1.5,1,0.909,Sandstone
97.5,22.5,1.5,1,0.726,Sandstone
4.5,23.5,1.5,2,0.83,Shale
36.5,23.5,1.5,1,0.534,Sandstone
77.5,23.5,1.5,1,0.591,Sandstone
84.5,23.5,1.5,1,0.884,Sandstone
96.5,23.5,1.5,1,0.844,Sandstone
97.5,23.5,1.5,1,0.718,Sandstone
8.5,24.5,1.5,2,1.205,Shale
10.5,24.5,1.5,2,3.279,Shale
15.5,24.5,1.5,2,6.867,Shale
26.5,24.5,1.5,2,3.572,Shale
53.5,24.5,1.5,1,0.588,Sandstone
73.5,24.5,1.5,1,0.238,Sandstone
74.5,24.5,1.5,1,0.284,Sandstone
88.5,24.5,1.5,1,0.753,Sandstone
98.5,24.5,1.5,1,0.79,Sandstone
0.5,25.5,1.5,2,0.741,Shale
1.5,25.5,1.5,2,1.094,Shale
10.5,25.5,1.5,2,1.557,Shale
25.5,25.5,1.5,2,4.378,Shale
30.5,25.5,1.5,2,14.755,Shale
34.5,25.5,1.5,2,1.536,Shale
40.5,25.5,1.5,1,0.374,Sandstone
50.5,25.5,1.5,1,0.717,Sandstone
55.5,25.5,1.5,3,5.778,Breccia
67.5,25.5,1.5,1,0.941,Sandstone
70.5,25.5,1.5,1,0.524,Sandstone
85.5,25.5,1.5,1,0.931,Sandstone
87.5,25.5,1.5,1,0.725,Sandstone
88.5,25.5,1.5,1,0.891,Sandstone
89.5,25.5,1.5,1,0.826,Sandstone
17.5,26.5,1.5,2,6.704,Shale
21.5,26.5,1.5,2,3.167,Shale
23.5,26.5,1.5,2,1.816,Shale
26.5,26.5,1.5,2,1.441,Shale
32.5,26.5,1.5,2,7.309,Shale
44.5,26.5,1.5,2,0.306,Shale
52.5,26.5,1.5,1,0.427,Sandstone
68.5,26.5,1.5,1,0.447,Sandstone
71.5,26.5,1.5,1,0.813,Sandstone
76.5,26.5,1.5,1,0.549,Sandstone
80.5,26.5,1.5,1,0.268,Sandstone
95.5,26.5,1.5,1,0.967,Sandstone
98.5,26.5,1.5,1,0.851,Sandstone
10.5,27.5,1.5,2,1.746,Shale
14.5,27.5,1.5,2,1.25,Shale
23.5,27.5,1.5,2,4.558,Shale
27.5,27.5,1.5,2,1.072,Shale
28.5,27.5,1.5,2,2.606,Shale
29.5,27.5,1.5,2,2.308,Shale
32.5,27.5,1.5,2,6.306,Shale
43.5,27.5,1.5,1,0.297,Sandstone
60.5,27.5,1.5,1,0.919,Sandstone
61.5,27.5,1.5,1,0.958,Sandstone
96.5,27.5,1.5,1,0.74,Sandstone
19.5,28.5,1.5,2,4.237,Shale
34.5,28.5,1.5,2,1.628,Shale
39.5,28.5,1.5,2,0.81,Shale
56.5,28.5,1.5,1,0.27,Sandstone
66.5,28.5,1.5,1,0.554,Sandstone
81.5,28.5,1.5,1,0.243,Sandstone
85.5,28.5,1.5,1,0.419,Sandstone
91.5,28.5,1.5,1,0.92,Sandstone
92.5,28.5,1.5,1,0.866,Sandstone
3.5,29.5,1.5,3,6.253,Breccia
36.5,29.5,1.5,2,0.638,Shale
8.5,30.5,1.5,3,4.212,Breccia
9.5,30.5,1.5,3,1.741,Breccia
41.5,30.5,1.5,2,2.464,Shale
43.5,30.5,1.5,2,1.022,Shale
62.5,30.5,1.5,1,0.946,Sandstone
71.5,30.5,1.5,1,0.43,Sandstone
73.5,30.5,1.5,1,0.452,Sandstone
89.5,30.5,1.5,1,0.642,Sandstone
13.5,31.5,1.5,3,4.068,Breccia
23.5,31.5,1.5,2,1.584,Shale
25.5,31.5,1.5,2,1.735,Shale
26.5,31.5,1.5,2,2.24,Shale
32.5,31.5,1.5,2,2.364,Shale
35.5,31.5,1.5,2,0.397,Shale
38.5,31.5,1.5,2,0.575,Shale
45.5,31.5,1.5,1,0.724,Sandstone
46.5,31.5,1.5,1,0.712,Sandstone
55.5,31.5,1.5,1,0.057,Sandstone
68.5,31.5,1.5,1,0.267,Sandstone
70.5,31.5,1.5,1,0.394,Sandstone
22.5,32.5,1.5,2,0.571,Shale
33.5,32.5,1.5,2,1.193,Shale
36.5,32.5,1.5,2,2.666,Shale
42.5,32.5,1.5,1,0.281,Sandstone
44.5,32.5,1.5,1,0.255,Sandstone
59.5,32.5,1.5,1,0.921,Sandstone
66.5,32.5,1.5,1,0.09,Sandstone
68.5,32.5,1.5,1,0.498,Sandstone
83.5,32.5,1.5,1,0.221,Sandstone
88.5,32.5,1.5,1,0.735,Sandstone
26.5,33.5,1.5,2,1.773,Shale
65.5,33.5,1.5,1,0.264,Sandstone
72.5,33.5,1.5,1,0.308,Sandstone
82.5,33.5,1.5,1,0.692,Sandstone
5.5,34.5,1.5,3,3.136,Breccia
8.5,34.5,1.5,3,7.31,Breccia
17.5,34.5,1.5,2,4.421,Shale
29.5,34.5,1.5,2,0.553,Shale
34.5,34.5,1.5,2,1.335,Shale
37.5,34.5,1.5,2,2.626,Shale
60.5,34.5,1.5,1,0.906,Sandstone
92.5,34.5,1.5,1,0.969,Sandstone
10.5,35.5,1.5,3,4.824,Breccia
33.5,35.5,1.5,2,3.506,Shale
50.5,35.5,1.5,1,0.757,Sandstone
67.5,35.5,1.5,1,0.156,Sandstone
73.5,35.5,1.5,1,0.78,Sandstone
74.5,35.5,1.5,1,0.728,Sandstone
79.5,35.5,1.5,1,0.888,Sandstone
84.5,35.5,1.5,1,0.675,Sandstone
92.5,35.5,1.5,1,0.718,Sandstone
39.5,36.5,1.5,2,6.895,Shale
41.5,36.5,1.5,1,0.192,Sandstone
98.5,36.5,1.5,1,0.574,Sandstone
7.5,37.5,1.5,3,0.887,Breccia
14.5,37.5,1.5,3,6.79,Breccia
29.5,37.5,1.5,2,0.273,Shale
50.5,37.5,1.5,1,0.371,Sandstone
81.5,37.5,1.5,1,0.529,Sandstone
83.5,37.5,1.5,1,0.248,Sandstone
4.5,38.5,1.5,2,1.355,Shale
7.5,38.5,1.5,3,4.748,Breccia
37.5,38.5,1.5,2,3.538,Shale
78.5,38.5,1.5,1,0.922,Sandstone
82.5,38.5,1.5,1,0.509,Sandstone
96.5,38.5,1.5,1,0.723,Sandstone
45.5,39.5,1.5,1,0.742,Sandstone
7.5,40.5,1.5,3,9.135,Breccia
28.5,40.5,1.5,2,0.583,Shale
57.5,40.5,1.5,1,0.553,Sandstone
10.5,41.5,1.5,3,14.042,Breccia
17.5,41.5,1.5,2,1.818,Shale
33.5,41.5,1.5,2,3.482,Shale
46.5,41.5,1.5,1,0.822,Sandstone
50.5,41.5,1.5,1,0.089,Sandstone
52.5,41.5,1.5,1,0.269,Sandstone
56.5,41.5,1.5,1,0.937,Sandstone
58.5,41.5,1.5,1,0.783,Sandstone
75.5,41.5,1.5,1,0.792,Sandstone
79.5,41.5,1.5,1,0.675,Sandstone
89.5,41.5,1.5,1,0.447,Sandstone
98.5,41.5,1.5,1,0.968,Sandstone
9.5,42.5,1.5,3,9.318,Breccia
11.5,42.5,1.5,3,6.138,Breccia
66.5,42.5,1.5,1,0.472,Sandstone
67.5,42.5,1.5,1,0.702,Sandstone
79.5,42.5,1.5,1,0.833,Sandstone
88.5,42.5,1.5,1,0.511,Sandstone
98.5,42.5,1.5,1,0.764,Sandstone
31.5,43.5,1.5,2,0.385,Shale
67.5,43.5,1.5,1,0.181,Sandstone
72.5,43.5,1.5,1,0.395,Sandstone
88.5,43.5,1.5,1,0.308,Sandstone
99.5,43.5,1.5,1,0.838,Sandstone
0.5,44.5,1.5,3,3.066,Breccia
2.5,44.5,1.5,3,11.089,Breccia
35.5,44.5,1.5,2,1.418,Shale
43.5,44.5,1.5,1,0.273,Sandstone
44.5,44.5,1.5,1,0.733,Sandstone
58.5,44.5,1.5,1,0.955,Sandstone
62.5,44.5,1.5,1,0.423,Sandstone
84.5,44.5,1.5,1,0.777,Sandstone
87.5,44.5,1.5,1,0.523,Sandstone
99.5,44.5,1.5,1,0.292,Sandstone
32.5,45.5,1.5,2,2.993,Shale
46.5,45.5,1.5,1,0.647,Sandstone
74.5,45.5,1.5,1,0.516,Sandstone
22.5,46.5,1.5,2,1.613,Shale
44.5,46.5,1.5,1,0.1,Sandstone
47.5,46.5,1.5,1,0.479,Sandstone
58.5,46.5,1.5,1,0.769,Sandstone
85.5,46.5,1.5,1,0.697,Sandstone
90.5,46.5,1.5,1,0.362,Sandstone
99.5,46.5,1.5,1,0.425,Sandstone
33.5,47.5,1.5,2,1.126,Shale
58.5,47.5,1.5,1,0.626,Sandstone
64.5,47.5,1.5,1,0.778,Sandstone
81.5,47.5,1.5,1,0.456,Sandstone
28.5,48.5,1.5,2,2.338,Shale
31.5,48.5,1.5,2,1.181,Shale
39.5,48.5,1.5,1,0.394,Sandstone
50.5,48.5,1.5,1,0.402,Sandstone
55.5,48.5,1.5,1,0.365,Sandstone
61.5,48.5,1.5,1,0.916,Sandstone
87.5,48.5,1.5,1,0.481,Sandstone
0.5,49.5,1.5,3,30.442,Breccia
32.5,49.5,1.5,2,0.482,Shale
35.5,49.5,1.5,2,2.066,Shale
93.5,49.5,1.5,1,0.88,Sandstone
46.5,50.5,1.5,1,0.412,Sandstone
50.5,50.5,1.5,1,0.355,Sandstone
59.5,50.5,1.5,1,0.741,Sandstone
70.5,50.5,1.5,1,0.312,Sandstone
71.5,50.5,1.5,1,0.689,Sandstone
82.5,50.5,1.5,1,0.877,Sandstone
88.5,50.5,1.5,1,0.858,Sandstone
93.5,50.5,1.5,1,0.788,Sandstone
12.5,51.5,1.5,2,0.58,Shale
16.5,51.5,1.5,2,3.921,Shale
25.5,51.5,1.5,2,5.864,Shale
26.5,51.5,1.5,2,3.368,Shale
39.5,51.5,1.5,2,0.247,Shale
41.5,51.5,1.5,2,0.561,Shale
47.5,51.5,1.5,1,0.431,Sandstone
76.5,51.5,1.5,1,0.237,Sandstone
79.5,51.5,1.5,1,0.429,Sandstone
97.5,51.5,1.5,1,0.051,Sandstone
34.5,52.5,1.5,2,1.04,Shale
59.5,52.5,1.5,1,0.994,Sandstone
64.5,52.5,1.5,1,0.732,Sandstone
70.5,52.5,1.5,1,0.412,Sandstone
79.5,52.5,1.5,1,0.337,Sandstone
97.5,52.5,1.5,1,0.023,Sandstone
